id,text,autor
1635,Be tolerant of the human race. Your whole family belongs to it ,"and some of your spouse's family too."""
1636,Mother-in-law = A woman who destroys her son-in-law's peace of mind by giving him a piece of hers.,Anonymous..
1637,Why do grandparents and grandchildren get along so well? They have the same enemy,"the mother."""
1638,The first half of our life is ruined by our parents and the second half by our children.,Clarence Darrow..
1639,Honolulu it's got everything. Sand for the children sun for the wife and sharks for the wife's mother.,Ken Dodd..
1640,A coward is a hero with a wife kids and a mortgage.,Marvin Kitman..
1641,You have to stay in shape. My grandmother she started walking five miles a day when she was 60. She's 97 today and we don't know where she is!,Ellen DeGeneres..
1642,I'm not into working out. My philosophy: No pain no pain.,Carol Leifer..
1643,You have a cough? Go home tonight eat a whole box of Ex-Lax ,"tomorrow you'll be afraid to cough."""
1644,Now comes the mystery,Henry Ward Beecher
1645,I don't feel good.,Luther Burbank
1646,The nourishment is palatable,Emily Dickinson
1647,Dieu me pardonnera. C'est son m�tier.,Heinrich Heine
1648,Go on get out. Last words are for fools who haven't said enough.,Karl Marx
1649,Why yes,"a bulletproof vest."""
1650,They couldn't hit an elephant at this dist--,John B. Sedwick
1651,I still live.,Daniel Webster
1652,Go away...I'm alright.,H.G.Wells
1653,Friends applaud the Comedy is over.,Ludwig von Beethoven
1654,Ah well then I suppose I shall have to die beyond my means.,Oscar Wilde
1655,I agree with the reforms but I want nothing to change,Ion Luca Caragiale
1656,Far too many development shops are run by fools who succeed despite their many failings.,Brion L. Webster.
1657,Never raise your hands to your kids. It leaves your groin unprotected.,Red Button.
1658,I'm in shape. Round is a shape.,George Carlin.
1659,Do illiterate people get the full effect of alphabet soup?,John Mendoza.
1660,I've always wanted to be somebody but I should have been more specific.,George Carlin.
1661,Ever notice when you blow in a dog's face he gets mad at you  but when you take him in a car he sticks his head out the window?,George Carlin.
1662,Ever notice that anyone going slower than you is an idiot but anyone going faster is a maniac?,George Carlin.
1663,I have six locks on my door all in a row. When I go out I lock every other one. I figure no matter how long somebody stands there picking the locks they are always locking three of them.,George Carlin.
1664,One out of every three Americans is suffering from some form of mental illness. Think of two of your best friends. If they are OK then it must be you.,George Carlin.
1665,They show you how detergents take out bloodstains. I think if you've got a T-shirt with bloodstains all over it maybe your laundry isn't your biggest problem.,George Carlin.
1666,Ask people why they have deer heads on their walls and they tell you it's because they're such beautiful animals. I think my wife is beautiful but I only have photographs of her on the wall.,George Carlin.
1667,A lady came up to me on the street pointed at my suede jacket and said 'Don't you know a cow was murdered for that jacket?' I said 'I didn't know there were any witnesses. Now I'll have to kill you too'.,George Carlin.
1668,Future historians will be able to study at the Jimmy Carter Library the Gerald Ford Library the Ronald Reagan Library  and the Bill Clinton Adult Bookstore.,George Carlin.
1669,Benny Goodman plays the clarinet. I play music.,Artie Shaw.
1670,If you were my husband I'd give you poison.,Lady Astor to Churchill
1671,Sir you will either die of the pox or on t,
1548,It is now possible for a flight attendant to get a pilot pregnant.,Richard J. Ferris
1549,I never miss a chance to have sex or appear on television.,Gore Vidal.
1550,I don't want to achieve immortality through my work; I want to achieve immortality through not dying.,Woody Allen (1935-).
1551,Men and nations behave wisely once they have exhausted all the other alternatives.,Abba Eban (1915-2002).
1552,To sit alone with my conscience will be judgment enough for me.,Charles William Stubbs.
1553,Sanity is a madness put to good uses.,George Santayana (1863-1952).
1554,Imitation is the sincerest form of television.,Fred Allen (1894-1956).
1555,Always do right- this will gratify some and astonish the rest.,Mark Twain (1835-1910).
1556,In America anybody can be president. That's one of the risks you take.,Adlai Stevenson (1900-1965).
1557,Copy from one it's plagiarism; copy from two it's research.,Wilson Mizner (1876-1933).
1558,Why don't you write books people can read?,Nora Joyce to her husband James (1882-1941).
1559,Some editors are failed writers but so are most writers.,T. S. Eliot (1888-1965).
1560,Criticism is prejudice made plausible.,Henry Louis Mencken (1880-1956).
1561,It is better to be quotable than to be honest.,Tom Stoppard.
1562,Being on the tightrope is living; everything else is waiting.,Karl Wallenda.
1563,Opportunities multiply as they are seized.,Sun Tzu.
1564,A scholar who cherishes the love of comfort is not fit to be deemed a scholar.,Lao-Tzu (570?-490? BC).
1565,The best way to predict the future is to invent it.,Alan Kay.
1566,Never mistake motion for action.,Ernest Hemingway (1899-1961).
1567,Hell is paved with good samaritans.,William M. Holden.
1568,The longer I live the more I see that I am never wrong about anything and that all the pains that I have so humbly taken to verify my notions have only wasted my time.,George Bernard Shaw (1856-1950).
1569,Silence is argument carried out by other means.,"Ernesto ""Che"" Guevara (1928-1967)."
1570,Well done is better than well said.,Benjamin Franklin (1706-1790).
1571,The average person thinks he isn't.,Father Larry Lorenzoni.
1572,Heav'n hath no rage like love to hatred turn'd Nor Hell a fury  like a woman scorn'd.,William Congreve (1670-1729).
1573,A husband is what is left of the lover after the nerve has been extracted.,Helen Rowland (1876-1950).
1574,Learning is what most adults will do for a living in the 21st century.,Perelman.
1575,The man who goes alone can start today; but he who travels with another must wait till that other is ready.,Henry David Thoreau (1817-1862).
1576,There is a country in Europe where multiple-choice tests are illegal.,Sigfried Hulzer.
1577,Ask her to wait a moment - I am almost done.,Carl Friedrich Gauss (1777-1855)
1578,A pessimist sees the difficulty in every opportunity; an optimist sees the opportunity in every difficulty.,Sir Winston Churchill (1874-1965).
1579,I think there is a world market for maybe five computers.,Thomas Watson (1874-1956)
1580,I think it would be a good idea.,Mahatma Gandhi (1869-1948)
1581,The only thing necessary for the triumph of evil is for good men to do nothing.,Edmund Burke (1729-1797).
1582,I'm not a member of any organized political party I'm a Democrat!,Will Rogers (1879-1935).
1583,If Stupidity got us into this mess then why can't it get us out?,Will Rogers (1879-1935).
1584,The backbone of surprise is fusing speed with secrecy.,Von Clausewitz (1780-1831).
1585,Democracy does not guarantee equality of conditions - it only guarantees equality of opportunity.,Irving Kristol.
1586,There is no reason anyone would want a computer in their home.,Ken Olson
1587,640K ought to be enough for anybody.,Bill Gates (1955-)
1588,The concept is interesting and well-formed but in order to earn better than a 'C' the idea must be feasible.,A Yale University management professor in response to student
1589,Who the hell wants to hear actors talk?,H.M. Warner (1881-1958)
1590,We don't like their sound and guitar music is on the way out.,Decca Recording Co. rejecting the Beatles
1591,Everything that can be invented has been invented.,Charles H. Duell
